QuestionID,entailment_score,contradiction_score,obligation_coverage_score,composite_score
49814819a48b39d2,0.8265,0.39632,0.3611111111111111,0.5971
49ab41f32480f744,0.74265,0.53521,0.0,0.40248
4b1d13b12d88933b,0.49864,0.54044,0.0,0.3194
4c0e94f1f57e7208,0.78644,0.60817,0.03571428571428571,0.40466
4c3bb302c67d0fe1,0.50339,0.4357,0.11764705882352941,0.39511
4ead79e9a98f9022,0.94668,0.6804,0.047619047619047616,0.43797
4ed931fcf684bba4,0.98721,0.24835,0.0,0.57962
5045b60add4db7fc,0.24749,0.65764,0.0,0.19662
5054ad15da0df109,0.4937,0.90815,0.0,0.19518
517358dc4833af4b,0.47175,0.64686,0.0,0.27496
51cefb12bc2986e7,0.00714,0.99445,0.0,0.00423
52bf9513e7405214,0.50528,0.00252,0.14285714285714285,0.54854
52c33eec1da49b69,0.84753,0.36378,0.0625,0.51542
52e3433641be550d,0.54471,0.07212,0.15,0.54086
536f2d2c37481d91,0.2526,0.12622,0.027777777777777776,0.38472
5576453226235339,0.48115,0.50706,0.0,0.3247
55eafc2dc939a3ce,0.31723,0.98344,0.0,0.11126
576667d2163093ae,0.61054,0.26944,0.2,0.5137
57a7a47bd0d5c426,0.65406,0.60768,0.07692307692307693,0.37443
59270874b9e24609,0.50183,0.49196,0.42857142857142855,0.47948
59512ca82d2a70e9,0.36042,0.29218,0.2,0.42275
59c4164967e3f0d7,0.61044,0.66798,0.18181818181818182,0.37476
59e7f2f71a0f67fa,0.78499,0.37203,0.2777777777777778,0.56358
5a4337aa28e75bf1,0.01847,0.99407,0.0,0.00813
5a56c567cdf6cdf0,0.10271,0.67181,0.17647058823529413,0.20246
5af94134a1557808,0.92288,0.62138,0.35714285714285715,0.55288
5b25e6b288de8e80,0.57879,0.47192,0.29411764705882354,0.467
5b85f6cf5b6b2326,0.68115,0.88492,0.35714285714285715,0.38446
5c2d4efc33624145,0.75842,0.46345,0.17647058823529413,0.49048
5c7fe01566ac14da,0.02071,0.99756,0.0,0.00772
5cd7f28a8f804920,0.01931,0.98585,0.0,0.01115
5e8c91ac0c1d6ca1,0.65955,0.48781,0.0,0.39058
5ee3b0604c3a41aa,0.98833,0.49625,0.0,0.49736
5fb853050fce5c39,0.97733,0.65445,0.0,0.44096
6095cbce8b3e90c8,0.50517,0.19356,0.0,0.4372
60cf902963e219a3,0.4986,0.12574,0.07142857142857142,0.48143
6110e9833cd25477,0.50721,0.09552,0.0,0.47056
620d45f3d7caef6f,0.9646,0.38684,0.1875,0.58842
634dd388d0fce73c,0.67155,0.53267,0.13333333333333333,0.42407
6376c98d70bea1a5,0.78916,0.06804,0.0,0.57371
63fe64707c2c07eb,0.501,0.50531,0.14285714285714285,0.37952
64028a83fb8b6943,0.63967,0.85886,0.1875,0.32277
64c95d01d4d1bf2b,0.01134,0.89155,0.038461538461538464,0.05275
655682ad5a78c676,0.08701,0.47532,0.05555555555555555,0.22242
667778edfbd645eb,0.7551,0.73861,0.0,0.33883
697bd316ed4d37a9,0.73462,0.10951,0.0,0.5417
69818007e4d4166b,0.90893,0.3965,0.11764705882352941,0.54336
6c6188d8a35ed39c,0.51161,0.02739,0.14285714285714285,0.54236
6eb6bbf3d0203c30,0.95047,0.46015,0.38095238095238093,0.62376
6f627f764fc8dc77,0.07024,0.99401,0.0,0.02541
70e52d42a3e81f34,0.98913,0.44794,0.14285714285714285,0.56135
7100088d14ca0c0b,0.75454,0.36658,0.2,0.52932
72a2ef00efbf0add,0.95821,0.04697,0.06666666666666667,0.6593
751479f39f583add,0.91203,0.49058,0.03333333333333333,0.48493
75d9f62399269906,0.99148,0.51569,0.0,0.49193
77032a5135185e5a,0.76277,0.25207,0.25,0.5869
7745e6835dca8da7,0.96915,0.45557,0.0,0.50453
7962e3e212277a6f,0.76768,0.76051,0.1111111111111111,0.37276
7b4b43164ffc9850,0.7638,0.50093,0.22727272727272727,0.49671
7d558d02c4bbf149,0.15611,0.9891,0.0,0.05567
7e72d5e7e0a2db6a,0.00714,0.99445,0.0,0.00423
7f1c830da82da866,0.56531,0.87324,0.1111111111111111,0.26773
7f3aea4dd10070d3,0.50871,0.08647,0.0,0.47408
829c34c7283516fe,0.4517,0.07926,0.09090909090909091,0.48778
82a6b356975f406d,0.6899,0.02692,0.15384615384615385,0.60561
82a8927d542d1853,0.53073,0.4974,0.0,0.34444
82f725c732ae7a2b,0.49896,0.52204,0.0625,0.34647
83a82dee2890f7f6,0.48409,0.45587,0.047619047619047616,0.35861
8406907914fd4631,0.6778,0.45841,0.0,0.40646
85047f8a80746878,0.01705,0.06581,0.06666666666666667,0.3393
8654bedd3216ae1f,0.44215,0.95891,0.0,0.16108
875b518529c4b526,0.69041,0.09249,0.0,0.53264
87b3fb7980bd81eb,0.46262,0.04081,0.05263157894736842,0.49148
87caf84514e3f887,0.26174,0.34639,0.12903225806451613,0.34813
87ef62e0d006faaa,0.96578,0.31696,0.35294117647058826,0.66725
882f9f82acd19a89,0.81315,0.32191,0.3333333333333333,0.60819
8874e99271be8f43,0.49728,0.49925,0.0,0.33268
893a7357cbd50351,0.10028,0.40307,0.07142857142857142,0.25621
8a04d72a26c939ba,0.5027,0.31219,0.23809523809523808,0.4762
8b28c491ec2d0ab7,0.62348,0.55218,0.2777777777777778,0.44969
8ce2259dc6e71b0d,0.91558,0.97695,0.05714285714285714,0.33192
8d84991a5909587e,0.95591,0.22809,0.058823529411764705,0.59555
8d918af3dcfbec2b,0.95928,0.95257,0.0,0.33557
8ed236ff338d88a3,0.34496,0.36126,0.17647058823529413,0.38672
8ef4cfd7ebdaadf7,0.41074,0.09874,0.0,0.43733
8ff811107a4ee8b8,0.98707,0.44047,0.14285714285714285,0.56315
91068642232852c9,0.04278,0.99435,0.0,0.01614
9614c06e16c565d7,0.98317,0.74468,0.05,0.4295
96d798bb5745edb9,0.72824,0.26416,0.19047619047619047,0.55152
96dd7fb90f0d4506,0.97808,0.91453,0.0625,0.37535
9768a0d5bd65f445,0.1764,0.03382,0.0,0.38086
978b7fa6206ed99c,0.54769,0.24293,0.3,0.53492
97c7d3b7917440d4,0.98473,0.07801,0.1,0.66891
97f881217fba3980,0.98065,0.02999,0.13333333333333333,0.69466
98a0c2a7b4b027e1,0.58431,0.14852,0.05263157894736842,0.49614
99894eeeba28bd18,0.03001,0.99794,0.0,0.01069
99ca62611d077281,0.01283,0.99697,0.0,0.00529
9cf3cc36724f6e0b,0.30296,0.46731,0.125,0.32022
9d1d0a043b577574,0.68938,0.53134,0.2,0.45268
9dcca7d2db679059,0.9324,0.03501,0.15384615384615385,0.68375
9eefde17032195be,0.98505,0.02918,0.10526315789473684,0.68704
9f077ab7df6c76ce,0.30249,0.82954,0.2857142857142857,0.25289
a0095772d4dac4c2,0.33654,0.45494,0.05555555555555555,0.31239
a0cc497049092654,0.86406,0.79576,0.19047619047619047,0.41959
a1240196c395b5df,0.94004,0.46786,0.0,0.49073
a170ca398f931e20,0.96381,0.53733,0.21428571428571427,0.54692
a28ce7f4f87b2475,0.95783,0.65426,0.3684210526315789,0.55733
a2ab80afd91d9490,0.54775,0.62198,0.15789473684210525,0.36122
a3a19aa37566a2ea,0.04236,0.63637,0.15789473684210525,0.18796
a3ffd8cba8b185ce,0.97869,0.88315,0.0625,0.38601
a46ea2a30ed4d228,0.98414,0.90761,0.16666666666666666,0.4144
a4aa991b98964d24,0.65492,0.97861,0.11764705882352941,0.26465
a691a85890c90a8b,0.95739,0.07536,0.0,0.62734
a77cf33461eb98cb,0.0037,0.99756,0.0,0.00205
a7f7d9d63f192560,0.74431,0.54301,0.0,0.40043
a806d0f5b2bb456a,0.50656,0.0123,0.05263157894736842,0.51563
a84bc92bd580b341,0.58402,0.50402,0.2222222222222222,0.43407
a9bb1c749ea20148,0.67968,0.16562,0.08333333333333333,0.53246
aaad912134041bf0,0.75843,0.59548,0.20833333333333334,0.45709
abf6ede439d25007,0.81099,0.39292,0.0,0.47269
ac2ad7643441bccc,0.53794,0.67212,0.0625,0.30944
ac78963db2794d3f,0.53623,0.51646,0.07142857142857142,0.36373
ac911a0eff9a4199,0.67075,0.69993,0.0,0.32361
ad1026071413b309,0.98898,0.53798,0.17647058823529413,0.54249
af0e15d9ff48ce4c,0.31745,0.85638,0.0,0.15369
afe9d027be4ce7a0,0.15626,0.98964,0.25,0.13887
b1ed7df0963fc81e,0.89561,0.40393,0.0,0.49723
b324eeed3b2dbfb5,0.24632,0.03748,0.17647058823529413,0.46177
b41e7f623b67d9d8,0.9915,0.75731,0.0,0.4114
b6590b94d1986b99,0.98073,0.85728,0.0,0.37448
b69dd7a7e633b6f9,0.50514,0.00827,0.1111111111111111,0.53599
b981783e270d7821,0.71901,0.52718,0.35294117647058826,0.51492
bcd44cff1647a1a6,0.67139,0.69061,0.0,0.32693
bd0405258de7df11,0.94814,0.88101,0.029411764705882353,0.36551
bea6e45a2a20ac11,0.95319,0.33955,0.0,0.53788
bf8dbc85e9684e38,0.02205,0.99373,0.0,0.00944
c043a71cc096f757,0.63916,0.83246,0.05555555555555555,0.28742
c2693bb49eec9c6a,0.02927,0.9953,0.0,0.01132
c2bb7517cc0b1ee4,0.73992,0.01495,0.2222222222222222,0.64906
c38c53bc6aa9b238,0.58042,0.8311,0.3333333333333333,0.36088
c3983d4281f5ba86,0.53266,0.1458,0.16666666666666666,0.51784
c3a4e4c9912cb55a,0.31418,0.51252,0.15,0.31722
c3a5f399228f92d1,0.37721,0.50368,0.18181818181818182,0.35178
c44365e0d9dd4298,0.65861,0.6627,0.06666666666666667,0.35419
c560c33b034310f3,0.98547,0.97127,0.29411764705882354,0.43611
c580189e439fdd82,0.68008,0.1394,0.07692307692307693,0.5392
c593222066d5ab12,0.93785,0.49505,0.15789473684210525,0.53356
c5f80a8277350ee7,0.69741,0.49668,0.038461538461538464,0.41306
c62b3b3fa31db5dc,0.81257,0.46576,0.45,0.59894
c6390aefe37d2671,0.50046,0.21476,0.14285714285714285,0.47619
c831734019e38dc2,0.54065,0.61944,0.16666666666666666,0.36263
cbabd8404259bc1b,0.97171,0.01157,0.08333333333333333,0.68116
cbc20707043b3b5b,0.01652,0.01708,0.16666666666666666,0.3887
cc9478973f98f9c1,0.38107,0.1749,0.05,0.41872
cdd8767d5a5c8258,0.98374,0.06214,0.1,0.67387
ce29292de49da6ce,0.01866,0.9916,0.0,0.00902
ce798392b8c537b2,0.43749,0.28823,0.04878048780487805,0.39935
cf879bc0110805f1,0.80492,0.10807,0.06666666666666667,0.58784
cf87b42f0fb57871,0.50704,0.21383,0.09523809523809523,0.46282
cfd4b60c3e0a0714,0.55217,0.30177,0.10526315789473684,0.45189
d06ef5b0ad02a0d5,0.56685,0.31399,0.13333333333333333,0.46206
d0ba01534307f64d,0.35115,0.68796,0.0,0.22106
d10ef9da03007818,0.61239,0.68301,0.09090909090909091,0.3401
d209423111601ae6,0.65937,0.95211,0.0,0.23575
d2db63ca767e2f99,0.8577,0.69439,0.0,0.38777
d350ec23b14294f4,0.82406,0.80128,0.0,0.34093
d3b28b91666c85a8,0.50551,0.17088,0.13333333333333333,0.48932
d3b792657587d724,0.5382,0.51036,0.25,0.42595
d83df3e055913084,0.36723,0.38309,0.041666666666666664,0.34194
d85055a0ad5ded82,0.51511,0.32161,0.0,0.39783
d88f6314a0e75736,0.94967,0.66767,0.10526315789473684,0.46242
d91580dae816cc66,0.67675,0.6755,0.0,0.33375
d94c1a1e59b8ac3b,0.88403,0.0309,0.0,0.61771
daed0cb28fe96f72,0.94954,0.73824,0.2631578947368421,0.49149
db02fc6e11476afb,0.98156,0.57959,0.25,0.55066
dd42baac20bc0355,0.50591,0.51358,0.23076923076923078,0.4077
de7158b5abf68c42,0.08918,0.27153,0.1,0.30588
df17999c5fb1a018,0.53418,0.69937,0.24,0.35827
df912a39b990eb5a,0.63981,0.88188,0.0,0.25264
e01e9f1e9dd5fd16,0.34114,0.02464,0.08333333333333333,0.46661
e119af858acb51cb,0.98569,0.70743,0.13043478260869565,0.46956
e1b134af9770f96d,0.51701,0.04334,0.11764705882352941,0.53044
e2af457974759112,0.79565,0.02012,0.0,0.59184
e392bab2f7e4668f,0.9536,0.33529,0.05555555555555555,0.55796
e45aa9efdd15853b,0.04015,0.65319,0.08333333333333333,0.15676
e497447bf4d38ab0,0.99131,0.789,0.08333333333333333,0.42855
e534e7a14693fc5e,0.33895,0.08587,0.038461538461538464,0.43051
e59a36b91d192ad0,0.4205,0.04259,0.0625,0.48014
e62eb421d10237be,0.52083,0.86525,0.2857142857142857,0.31376
e69a523e5ce89bc5,0.13979,0.47434,0.04,0.23515
e6a47db19f3cda4a,0.50066,0.022,0.06666666666666667,0.51511
e70258b6bc208bb5,0.72046,0.63306,0.17647058823529413,0.42129
e79618c95527cce1,0.93344,0.51814,0.0,0.47177
e80462dddc67847e,0.10237,0.54686,0.1875,0.24767
e9cc4e5cc75f92df,0.57178,0.63071,0.38095238095238093,0.44067
ed6df4622ea2281d,0.80755,0.74738,0.19047619047619047,0.41688
efe9e731bf42813d,0.24851,0.52712,0.25,0.3238
f0366d4bd04d76d9,0.52607,0.47846,0.35294117647058826,0.46685
f0b3aa79297f8b1e,0.78685,0.61073,0.0,0.39204
f154238a2eddb2a5,0.98404,0.31983,0.09090909090909091,0.58504
f17ce7e88c36b226,0.64363,0.43467,0.0,0.40299
f2b71512e675c005,0.50094,0.57401,0.07142857142857142,0.33279
f2e9af8a4a1e147c,0.57892,0.16184,0.19047619047619047,0.53585
f4273e666bc17044,0.89097,0.93944,0.05555555555555555,0.3357
f75202225ecff487,0.78339,0.80475,0.043478260869565216,0.34071
f82a45e3fcf01003,0.25963,0.6191,0.3076923076923077,0.31607
f971ac5cc3e8f36b,0.407,0.7588,0.0,0.21607
f97f2e0cde585232,0.57172,0.58125,0.3157894736842105,0.43542
f9c5f62b5e6793a8,0.97714,0.46955,0.1,0.53586
fa7fd8f4a6af7ff0,0.4579,0.50376,0.06666666666666667,0.34027
fab5a7a3171dcb25,0.65966,0.8256,0.22727272727272727,0.35378
fad966085d2d52bf,0.24128,0.34878,0.07142857142857142,0.32131
fc12fe9edf2636a3,0.88916,0.10398,0.041666666666666664,0.60895
fc4a4bacfaf37f0a,0.02853,0.99401,0.0,0.01151
fd7ec84882de46a0,0.73229,0.0319,0.07692307692307693,0.59244
fdc605c4b56e7d1c,0.98945,0.98282,0.05263157894736842,0.35309
fe1b5c9a36ded3fa,0.95582,0.79572,0.07692307692307693,0.41234
